      Time   Azimuth   1P_Sine   2P_Sine   3P_Sine   4P_Sine
    0.8520  306.7200   -0.8016   -0.9585   -0.3446    0.5464
    0.8530  307.0800   -0.7978   -0.9620   -0.3623    0.5252
    0.8540  307.4400   -0.7940   -0.9654   -0.3798    0.5036
    0.8550  307.8000   -0.7902   -0.9686   -0.3971    0.4818
    0.8560  308.1600   -0.7863   -0.9716   -0.4144    0.4596
    0.8570  308.5200   -0.7824   -0.9745   -0.4315    0.4371
    0.8580  308.8800   -0.7785   -0.9773   -0.4484    0.4144
    0.8590  309.2400   -0.7745   -0.9799   -0.4652    0.3914
    0.8600  309.6000   -0.7705   -0.9823   -0.4818    0.3681
    0.8610  309.9600   -0.7665   -0.9846   -0.4982    0.3446
    0.8620  310.3200   -0.7624   -0.9867   -0.5144    0.3209
    0.8630  310.6800   -0.7584   -0.9887   -0.5305    0.2970
    0.8640  311.0400   -0.7543   -0.9905   -0.5464    0.2730
    0.8650  311.4000   -0.7501   -0.9921   -0.5621    0.2487
    0.8660  311.7600   -0.7459   -0.9936   -0.5776    0.2243
    0.8670  312.1200   -0.7417   -0.9950   -0.5929    0.1997
    0.8680  312.4800   -0.7375   -0.9961   -0.6079    0.1750
    0.8690  312.8400   -0.7333   -0.9972   -0.6228    0.1502
    0.8700  313.2000   -0.7290   -0.9980   -0.6374    0.1253
    0.8710  313.5600   -0.7247   -0.9987   -0.6518    0.1004
    0.8720  313.9200   -0.7203   -0.9993   -0.6660    0.0753
    0.8730  314.2800   -0.7159   -0.9997   -0.6800    0.0502
    0.8740  314.6400   -0.7115   -0.9999   -0.6937    0.0251
    0.8750  315.0000   -0.7071   -1.0000   -0.7071    0.0000
    0.8760  315.3600   -0.7026   -0.9999   -0.7203   -0.0251
    0.8770  315.7200   -0.6982   -0.9997   -0.7333   -0.0502
    0.8780  316.0800   -0.6937   -0.9993   -0.7459   -0.0753
    0.8790  316.4400   -0.6891   -0.9987   -0.7584   -0.1004
    0.8800  316.8000   -0.6845   -0.9980   -0.7705   -0.1253
    0.8810  317.1600   -0.6800   -0.9972   -0.7824   -0.1502
    0.8820  317.5200   -0.6753   -0.9961   -0.7940   -0.1750
    0.8830  317.8800   -0.6707   -0.9950   -0.8053   -0.1997
    0.8840  318.2400   -0.6660   -0.9936   -0.8163   -0.2243
    0.8850  318.6000   -0.6613   -0.9921   -0.8271   -0.2487
    0.8860  318.9600   -0.6566   -0.9905   -0.8375   -0.2730
    0.8870  319.3200   -0.6518   -0.9887   -0.8477   -0.2970
    0.8880  319.6800   -0.6471   -0.9867   -0.8575   -0.3209
    0.8890  320.0400   -0.6423   -0.9846   -0.8671   -0.3446
    0.8900  320.4000   -0.6374   -0.9823   -0.8763   -0.3681
    0.8910  320.7600   -0.6326   -0.9799   -0.8852   -0.3914
    0.8920  321.1200   -0.6277   -0.9773   -0.8938   -0.4144
    0.8930  321.4800   -0.6228   -0.9745   -0.9021   -0.4371
    0.8940  321.8400   -0.6179   -0.9716   -0.9101   -0.4596
    0.8950  322.2000   -0.6129   -0.9686   -0.9178   -0.4818
    0.8960  322.5600   -0.6079   -0.9654   -0.9251   -0.5036
    0.8970  322.9200   -0.6029   -0.9620   -0.9321   -0.5252
    0.8980  323.2800   -0.5979   -0.9585   -0.9387   -0.5464
    0.8990  323.6400   -0.5929   -0.9549   -0.9451   -0.5673
    0.9000  324.0000   -0.5878   -0.9511   -0.9511   -0.5878
    0.9010  324.3600   -0.5827   -0.9471   -0.9567   -0.6079
    0.9020  324.7200   -0.5776   -0.9430   -0.9620   -0.6277
    0.9030  325.0800   -0.5724   -0.9387   -0.9670   -0.6471
    0.9040  325.4400   -0.5673   -0.9343   -0.9716   -0.6660
    0.9050  325.8000   -0.5621   -0.9298   -0.9759   -0.6845
    0.9060  326.1600   -0.5569   -0.9251   -0.9799   -0.7026
    0.9070  326.5200   -0.5516   -0.9202   -0.9834   -0.7203
    0.9080  326.8800   -0.5464   -0.9152   -0.9867   -0.7375
    0.9090  327.2400   -0.5411   -0.9101   -0.9896   -0.7543
    0.9100  327.6000   -0.5358   -0.9048   -0.9921   -0.7705
    0.9110  327.9600   -0.5305   -0.8994   -0.9943   -0.7863
    0.9120  328.3200   -0.5252   -0.8938   -0.9961   -0.8016
    0.9130  328.6800   -0.5198   -0.8881   -0.9976   -0.8163
    0.9140  329.0400   -0.5144   -0.8823   -0.9987   -0.8306
    0.9150  329.4000   -0.5090   -0.8763   -0.9995   -0.8443
    0.9160  329.7600   -0.5036   -0.8702   -0.9999   -0.8575
    0.9170  330.1200   -0.4982   -0.8639   -1.0000   -0.8702
    0.9180  330.4800   -0.4927   -0.8575   -0.9997   -0.8823
    0.9190  330.8400   -0.4873   -0.8510   -0.9990   -0.8938
    0.9200  331.2000   -0.4818   -0.8443   -0.9980   -0.9048
    0.9210  331.5600   -0.4762   -0.8375   -0.9967   -0.9152
    0.9220  331.9200   -0.4707   -0.8306   -0.9950   -0.9251
    0.9230  332.2800   -0.4652   -0.8235   -0.9929   -0.9343
    0.9240  332.6400   -0.4596   -0.8163   -0.9905   -0.9430
    0.9250  333.0000   -0.4540   -0.8090   -0.9877   -0.9511
    0.9260  333.3600   -0.4484   -0.8016   -0.9846   -0.9585
    0.9270  333.7200   -0.4428   -0.7940   -0.9811   -0.9654
    0.9280  334.0800   -0.4371   -0.7863   -0.9773   -0.9716
    0.9290  334.4400   -0.4315   -0.7785   -0.9731   -0.9773
    0.9300  334.8000   -0.4258   -0.7705   -0.9686   -0.9823
    0.9310  335.1600   -0.4201   -0.7624   -0.9637   -0.9867
    0.9320  335.5200   -0.4144   -0.7543   -0.9585   -0.9905
    0.9330  335.8800   -0.4086   -0.7459   -0.9530   -0.9936
    0.9340  336.2400   -0.4029   -0.7375   -0.9471   -0.9961
    0.9350  336.6000   -0.3971   -0.7290   -0.9409   -0.9980
    0.9360  336.9600   -0.3914   -0.7203   -0.9343   -0.9993
    0.9370  337.3200   -0.3856   -0.7115   -0.9274   -0.9999
    0.9380  337.6800   -0.3798   -0.7026   -0.9202   -0.9999
    0.9390  338.0400   -0.3740   -0.6937   -0.9127   -0.9993
    0.9400  338.4000   -0.3681   -0.6845   -0.9048   -0.9980
    0.9410  338.7600   -0.3623   -0.6753   -0.8966   -0.9961
    0.9420  339.1200   -0.3564   -0.6660   -0.8881   -0.9936
    0.9430  339.4800   -0.3505   -0.6566   -0.8793   -0.9905
    0.9440  339.8400   -0.3446   -0.6471   -0.8702   -0.9867
    0.9450  340.2000   -0.3387   -0.6374   -0.8607   -0.9823
    0.9460  340.5600   -0.3328   -0.6277   -0.8510   -0.9773
    0.9470  340.9200   -0.3269   -0.6179   -0.8409   -0.9716
    0.9480  341.2800   -0.3209   -0.6079   -0.8306   -0.9654
    0.9490  341.6400   -0.3150   -0.5979   -0.8200   -0.9585
    0.9500  342.0000   -0.3090   -0.5878   -0.8090   -0.9511
    0.9510  342.3600   -0.3030   -0.5776   -0.7978   -0.9430
    0.9520  342.7200   -0.2970   -0.5673   -0.7863   -0.9343
    0.9530  343.0800   -0.2910   -0.5569   -0.7745   -0.9251
    0.9540  343.4400   -0.2850   -0.5464   -0.7624   -0.9152
    0.9550  343.8000   -0.2790   -0.5358   -0.7501   -0.9048
    0.9560  344.1600   -0.2730   -0.5252   -0.7375   -0.8938
    0.9570  344.5200   -0.2669   -0.5144   -0.7247   -0.8823
    0.9580  344.8800   -0.2608   -0.5036   -0.7115   -0.8702
    0.9590  345.2400   -0.2548   -0.4927   -0.6982   -0.8575
    0.9600  345.6000   -0.2487   -0.4818   -0.6845   -0.8443
    0.9610  345.9600   -0.2426   -0.4707   -0.6707   -0.8306
    0.9620  346.3200   -0.2365   -0.4596   -0.6566   -0.8163
    0.9630  346.6800   -0.2304   -0.4484   -0.6423   -0.8016
    0.9640  347.0400   -0.2243   -0.4371   -0.6277   -0.7863
    0.9650  347.4000   -0.2181   -0.4258   -0.6129   -0.7705
    0.9660  347.7600   -0.2120   -0.4144   -0.5979   -0.7543
    0.9670  348.1200   -0.2059   -0.4029   -0.5827   -0.7375
    0.9680  348.4800   -0.1997   -0.3914   -0.5673   -0.7203
    0.9690  348.8400   -0.1935   -0.3798   -0.5516   -0.7026
    0.9700  349.2000   -0.1874   -0.3681   -0.5358   -0.6845
    0.9710  349.5600   -0.1812   -0.3564   -0.5198   -0.6660
    0.9720  349.9200   -0.1750   -0.3446   -0.5036   -0.6471
    0.9730  350.2800   -0.1688   -0.3328   -0.4873   -0.6277
    0.9740  350.6400   -0.1626   -0.3209   -0.4707   -0.6079
    0.9750  351.0000   -0.1564   -0.3090   -0.4540   -0.5878
    0.9760  351.3600   -0.1502   -0.2970   -0.4371   -0.5673
    0.9770  351.7200   -0.1440   -0.2850   -0.4201   -0.5464
    0.9780  352.0800   -0.1378   -0.2730   -0.4029   -0.5252
    0.9790  352.4400   -0.1316   -0.2608   -0.3856   -0.5036
    0.9800  352.8000   -0.1253   -0.2487   -0.3681   -0.4818
    0.9810  353.1600   -0.1191   -0.2365   -0.3505   -0.4596
    0.9820  353.5200   -0.1129   -0.2243   -0.3328   -0.4371
    0.9830  353.8800   -0.1066   -0.2120   -0.3150   -0.4144
    0.9840  354.2400   -0.1004   -0.1997   -0.2970   -0.3914
    0.9850  354.6000   -0.0941   -0.1874   -0.2790   -0.3681
    0.9860  354.9600   -0.0879   -0.1750   -0.2608   -0.3446
    0.9870  355.3200   -0.0816   -0.1626   -0.2426   -0.3209
    0.9880  355.6800   -0.0753   -0.1502   -0.2243   -0.2970
    0.9890  356.0400   -0.0691   -0.1378   -0.2059   -0.2730
    0.9900  356.4000   -0.0628   -0.1253   -0.1874   -0.2487
    0.9910  356.7600   -0.0565   -0.1129   -0.1688   -0.2243
    0.9920  357.1200   -0.0502   -0.1004   -0.1502   -0.1997
    0.9930  357.4800   -0.0440   -0.0879   -0.1316   -0.1750
    0.9940  357.8400   -0.0377   -0.0753   -0.1129   -0.1502
    0.9950  358.2000   -0.0314   -0.0628   -0.0941   -0.1253
    0.9960  358.5600   -0.0251   -0.0502   -0.0753   -0.1004
    0.9970  358.9200   -0.0188   -0.0377   -0.0565   -0.0753
    0.9980  359.2800   -0.0126   -0.0251   -0.0377   -0.0502
    0.9990  359.6400   -0.0063   -0.0126   -0.0188   -0.0251
    1.0000  360.0000    0.0000    0.0000    0.0000    0.0000
